p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene,,,,
2.00E-99,0.74520072,0.711,0.359,6.66E-95,COVID-19 Severe/Late stage/Vent,ENSG00000079246,,,ENSG00000079246,XRCC5
2.32E-99,0.972536697,0.352,0.116,7.70E-95,COVID-19 Severe/Late stage/Vent,ENSG00000229807,,,ENSG00000229807,XIST
2.75E-99,0.871444141,0.45,0.178,9.13E-95,COVID-19 Severe/Late stage/Vent,ENSG00000141867,,,ENSG00000141867,BRD4
3.51E-99,0.976042032,0.253,0.06,1.17E-94,COVID-19 Severe/Late stage/Vent,ENSG00000119778,,,ENSG00000119778,ATAD2B
4.14E-99,0.908848993,0.381,0.134,1.38E-94,COVID-19 Severe/Late stage/Vent,ENSG00000135829,,,ENSG00000135829,DHX9
4.92E-99,0.97763902,0.254,0.061,1.63E-94,COVID-19 Severe/Late stage/Vent,ENSG00000158321,,,ENSG00000158321,AUTS2
5.78E-99,0.938434175,0.319,0.098,1.92E-94,COVID-19 Severe/Late stage/Vent,ENSG00000166200,,,ENSG00000166200,COPS2
6.83E-99,0.653901863,0.762,0.436,2.27E-94,COVID-19 Severe/Late stage/Vent,ENSG00000125148,,,ENSG00000125148,MT2A
8.54E-99,0.950011105,0.312,0.093,2.84E-94,COVID-19 Severe/Late stage/Vent,ENSG00000075420,,,ENSG00000075420,FNDC3B
1.40E-98,0.947543749,0.306,0.09,4.65E-94,COVID-19 Severe/Late stage/Vent,ENSG00000124177,,,ENSG00000124177,CHD6
1.59E-98,0.727050099,0.772,0.4,5.28E-94,COVID-19 Severe/Late stage/Vent,ENSG00000099783,,,ENSG00000099783,HNRNPM
1.96E-98,0.704499472,0.809,0.432,6.50E-94,COVID-19 Severe/Late stage/Vent,ENSG00000125835,,,ENSG00000125835,SNRPB
3.03E-98,0.683857772,0.81,0.444,1.01E-93,COVID-19 Severe/Late stage/Vent,ENSG00000141002,,,ENSG00000141002,TCF25
3.49E-98,0.928971589,0.343,0.111,1.16E-93,COVID-19 Severe/Late stage/Vent,ENSG00000183943,,,ENSG00000183943,PRKX
3.65E-98,0.920127177,0.352,0.117,1.21E-93,COVID-19 Severe/Late stage/Vent,ENSG00000140455,,,ENSG00000140455,USP3
3.67E-98,0.970017373,0.251,0.06,1.22E-93,COVID-19 Severe/Late stage/Vent,ENSG00000112339,,,ENSG00000112339,HBS1L
4.16E-98,0.939421047,0.316,0.095,1.38E-93,COVID-19 Severe/Late stage/Vent,ENSG00000087470,,,ENSG00000087470,DNM1L
5.08E-98,0.881730976,0.436,0.167,1.69E-93,COVID-19 Severe/Late stage/Vent,ENSG00000204574,,,ENSG00000204574,ABCF1
7.42E-98,0.905794093,0.388,0.137,2.47E-93,COVID-19 Severe/Late stage/Vent,ENSG00000076108,,,ENSG00000076108,BAZ2A
7.78E-98,0.809380805,0.578,0.261,2.59E-93,COVID-19 Severe/Late stage/Vent,ENSG00000129515,,,ENSG00000129515,SNX6
1.65E-97,0.833736817,0.502,0.215,5.49E-93,COVID-19 Severe/Late stage/Vent,ENSG00000164031,,,ENSG00000164031,DNAJB14
2.34E-97,0.964434624,0.252,0.06,7.76E-93,COVID-19 Severe/Late stage/Vent,ENSG00000168769,,,ENSG00000168769,TET2
3.02E-97,0.883759201,0.424,0.158,1.00E-92,COVID-19 Severe/Late stage/Vent,ENSG00000165775,,,ENSG00000165775,FUNDC2
3.18E-97,0.773710718,0.685,0.33,1.06E-92,COVID-19 Severe/Late stage/Vent,ENSG00000005844,,,ENSG00000005844,ITGAL
3.42E-97,0.956570111,0.272,0.072,1.14E-92,COVID-19 Severe/Late stage/Vent,ENSG00000166439,,,ENSG00000166439,RNF169
3.65E-97,0.849050827,0.487,0.202,1.21E-92,COVID-19 Severe/Late stage/Vent,ENSG00000166012,,,ENSG00000166012,TAF1D
4.68E-97,0.808732204,0.553,0.248,1.55E-92,COVID-19 Severe/Late stage/Vent,ENSG00000127947,,,ENSG00000127947,PTPN12
1.29E-96,0.938953525,0.3,0.088,4.28E-92,COVID-19 Severe/Late stage/Vent,ENSG00000264364,,,ENSG00000264364,DYNLL2
1.86E-96,0.785952061,0.588,0.277,6.17E-92,COVID-19 Severe/Late stage/Vent,ENSG00000185697,,,ENSG00000185697,MYBL1
2.23E-96,0.900243156,0.373,0.13,7.41E-92,COVID-19 Severe/Late stage/Vent,ENSG00000124256,,,ENSG00000124256,ZBP1
2.43E-96,0.910365303,0.356,0.12,8.08E-92,COVID-19 Severe/Late stage/Vent,ENSG00000159111,,,ENSG00000159111,MRPL10
2.79E-96,0.812265844,0.532,0.237,9.29E-92,COVID-19 Severe/Late stage/Vent,ENSG00000196504,,,ENSG00000196504,PRPF40A
3.46E-96,0.889783088,0.378,0.138,1.15E-91,COVID-19 Severe/Late stage/Vent,ENSG00000084676,,,ENSG00000084676,NCOA1
5.21E-96,0.858703583,0.451,0.179,1.73E-91,COVID-19 Severe/Late stage/Vent,ENSG00000119396,,,ENSG00000119396,RAB14
5.34E-96,0.722032086,0.761,0.395,1.78E-91,COVID-19 Severe/Late stage/Vent,ENSG00000180353,,,ENSG00000180353,HCLS1
6.16E-96,0.937253845,0.302,0.09,2.05E-91,COVID-19 Severe/Late stage/Vent,ENSG00000115306,,,ENSG00000115306,SPTBN1
1.33E-95,0.941879087,0.274,0.074,4.43E-91,COVID-19 Severe/Late stage/Vent,ENSG00000108510,,,ENSG00000108510,MED13
2.25E-95,0.90556582,0.355,0.121,7.47E-91,COVID-19 Severe/Late stage/Vent,ENSG00000134602,,,ENSG00000134602,STK26
2.77E-95,0.949704644,0.268,0.07,9.21E-91,COVID-19 Severe/Late stage/Vent,ENSG00000112419,,,ENSG00000112419,PHACTR2
2.96E-95,0.514385534,0.963,0.635,9.84E-91,COVID-19 Severe/Late stage/Vent,ENSG00000198821,,,ENSG00000198821,CD247
3.17E-95,0.808325456,0.553,0.246,1.05E-90,COVID-19 Severe/Late stage/Vent,ENSG00000278311,,,ENSG00000278311,GGNBP2
4.34E-95,0.836084829,0.489,0.207,1.44E-90,COVID-19 Severe/Late stage/Vent,ENSG00000174718,,,ENSG00000174718,KIAA1551
4.82E-95,0.320298673,0.992,0.788,1.60E-90,COVID-19 Severe/Late stage/Vent,ENSG00000108654,,,ENSG00000108654,DDX5
5.51E-95,0.861326793,0.421,0.165,1.83E-90,COVID-19 Severe/Late stage/Vent,ENSG00000197451,,,ENSG00000197451,HNRNPAB
7.87E-95,0.828434258,0.515,0.222,2.61E-90,COVID-19 Severe/Late stage/Vent,ENSG00000139626,,,ENSG00000139626,ITGB7
8.52E-95,0.823947788,0.5,0.215,2.83E-90,COVID-19 Severe/Late stage/Vent,ENSG00000183696,,,ENSG00000183696,UPP1
8.94E-95,0.804732496,0.564,0.253,2.97E-90,COVID-19 Severe/Late stage/Vent,ENSG00000175354,,,ENSG00000175354,PTPN2
9.27E-95,0.946607645,0.256,0.064,3.08E-90,COVID-19 Severe/Late stage/Vent,ENSG00000151532,,,ENSG00000151532,VTI1A
9.95E-95,0.873856527,0.404,0.152,3.31E-90,COVID-19 Severe/Late stage/Vent,ENSG00000114423,,,ENSG00000114423,CBLB
9.97E-95,0.886322265,0.387,0.141,3.31E-90,COVID-19 Severe/Late stage/Vent,ENSG00000186432,,,ENSG00000186432,KPNA4
1.14E-94,0.876013142,0.397,0.149,3.79E-90,COVID-19 Severe/Late stage/Vent,ENSG00000048405,,,ENSG00000048405,ZNF800
1.45E-94,0.717669654,0.784,0.411,4.82E-90,COVID-19 Severe/Late stage/Vent,ENSG00000138071,,,ENSG00000138071,ACTR2
1.99E-94,0.781155547,0.586,0.274,6.62E-90,COVID-19 Severe/Late stage/Vent,ENSG00000115165,,,ENSG00000115165,CYTIP
2.03E-94,0.839828814,0.454,0.188,6.74E-90,COVID-19 Severe/Late stage/Vent,ENSG00000100603,,,ENSG00000100603,SNW1
5.26E-94,0.837476133,0.489,0.204,1.75E-89,COVID-19 Severe/Late stage/Vent,ENSG00000177200,,,ENSG00000177200,CHD9
5.33E-94,0.938074109,0.274,0.075,1.77E-89,COVID-19 Severe/Late stage/Vent,ENSG00000129675,,,ENSG00000129675,ARHGEF6
5.58E-94,0.944666193,0.261,0.068,1.86E-89,COVID-19 Severe/Late stage/Vent,ENSG00000077458,,,ENSG00000077458,FAM76B
6.55E-94,0.910948768,0.325,0.105,2.18E-89,COVID-19 Severe/Late stage/Vent,ENSG00000005339,,,ENSG00000005339,CREBBP
6.71E-94,0.921354621,0.311,0.098,2.23E-89,COVID-19 Severe/Late stage/Vent,ENSG00000134313,,,ENSG00000134313,KIDINS220
1.52E-93,0.922568794,0.302,0.089,5.04E-89,COVID-19 Severe/Late stage/Vent,ENSG00000134371,,,ENSG00000134371,CDC73
1.54E-93,0.92542818,0.302,0.091,5.13E-89,COVID-19 Severe/Late stage/Vent,ENSG00000066777,,,ENSG00000066777,ARFGEF1
1.99E-93,0.829267746,0.476,0.201,6.62E-89,COVID-19 Severe/Late stage/Vent,ENSG00000071626,,,ENSG00000071626,DAZAP1
2.19E-93,0.927072803,0.304,0.092,7.29E-89,COVID-19 Severe/Late stage/Vent,ENSG00000168172,,,ENSG00000168172,HOOK3
2.31E-93,0.844901582,0.446,0.182,7.68E-89,COVID-19 Severe/Late stage/Vent,ENSG00000092820,,,ENSG00000092820,EZR
3.33E-93,0.900758231,0.337,0.112,1.11E-88,COVID-19 Severe/Late stage/Vent,ENSG00000153827,,,ENSG00000153827,TRIP12
4.96E-93,0.855356728,0.44,0.174,1.65E-88,COVID-19 Severe/Late stage/Vent,ENSG00000113580,,,ENSG00000113580,NR3C1
7.70E-93,0.934748572,0.269,0.074,2.56E-88,COVID-19 Severe/Late stage/Vent,ENSG00000082258,,,ENSG00000082258,CCNT2
8.83E-93,0.834493263,0.446,0.184,2.93E-88,COVID-19 Severe/Late stage/Vent,ENSG00000263001,,,ENSG00000263001,GTF2I
8.97E-93,0.871017648,0.388,0.147,2.98E-88,COVID-19 Severe/Late stage/Vent,ENSG00000162654,,,ENSG00000162654,GBP4
9.00E-93,0.765362806,0.643,0.31,2.99E-88,COVID-19 Severe/Late stage/Vent,ENSG00000114857,,,ENSG00000114857,NKTR
1.15E-92,0.913468718,0.31,0.096,3.82E-88,COVID-19 Severe/Late stage/Vent,ENSG00000138688,,,ENSG00000138688,KIAA1109
1.28E-92,0.920247266,0.318,0.101,4.25E-88,COVID-19 Severe/Late stage/Vent,ENSG00000181104,,,ENSG00000181104,F2R
2.43E-92,0.819219395,0.493,0.211,8.07E-88,COVID-19 Severe/Late stage/Vent,ENSG00000170759,,,ENSG00000170759,KIF5B
4.05E-92,0.697041074,0.787,0.421,1.35E-87,COVID-19 Severe/Late stage/Vent,ENSG00000134333,,,ENSG00000134333,LDHA
4.72E-92,0.820772174,0.504,0.215,1.57E-87,COVID-19 Severe/Late stage/Vent,ENSG00000090863,,,ENSG00000090863,GLG1
5.18E-92,0.736160055,0.684,0.346,1.72E-87,COVID-19 Severe/Late stage/Vent,ENSG00000139218,,,ENSG00000139218,SCAF11
5.39E-92,0.792731126,0.573,0.258,1.79E-87,COVID-19 Severe/Late stage/Vent,ENSG00000163956,,,ENSG00000163956,LRPAP1
7.84E-92,0.867360137,0.391,0.146,2.61E-87,COVID-19 Severe/Late stage/Vent,ENSG00000162613,,,ENSG00000162613,FUBP1
1.06E-91,0.904545619,0.311,0.098,3.51E-87,COVID-19 Severe/Late stage/Vent,ENSG00000173545,,,ENSG00000173545,ZNF622
2.40E-91,0.841939484,0.416,0.168,7.99E-87,COVID-19 Severe/Late stage/Vent,ENSG00000173020,,,ENSG00000173020,GRK2
2.44E-91,0.807478329,0.532,0.233,8.11E-87,COVID-19 Severe/Late stage/Vent,ENSG00000116478,,,ENSG00000116478,HDAC1
6.01E-91,0.896346842,0.336,0.112,2.00E-86,COVID-19 Severe/Late stage/Vent,ENSG00000132842,,,ENSG00000132842,AP3B1
6.84E-91,0.886673767,0.352,0.125,2.27E-86,COVID-19 Severe/Late stage/Vent,ENSG00000135837,,,ENSG00000135837,CEP350
9.23E-91,0.620801832,0.889,0.522,3.07E-86,COVID-19 Severe/Late stage/Vent,ENSG00000118816,,,ENSG00000118816,CCNI
1.35E-90,0.891697678,0.329,0.108,4.48E-86,COVID-19 Severe/Late stage/Vent,ENSG00000163807,,,ENSG00000163807,KIAA1143
1.52E-90,0.909305353,0.305,0.095,5.05E-86,COVID-19 Severe/Late stage/Vent,ENSG00000081019,,,ENSG00000081019,RSBN1
1.59E-90,0.803926452,0.521,0.23,5.28E-86,COVID-19 Severe/Late stage/Vent,ENSG00000197061,,,ENSG00000197061,HIST1H4C
1.62E-90,0.900516381,0.322,0.103,5.37E-86,COVID-19 Severe/Late stage/Vent,ENSG00000100982,,,ENSG00000100982,PCIF1
1.86E-90,0.92193447,0.264,0.072,6.18E-86,COVID-19 Severe/Late stage/Vent,ENSG00000157540,,,ENSG00000157540,DYRK1A
1.97E-90,0.875399397,0.355,0.127,6.54E-86,COVID-19 Severe/Late stage/Vent,ENSG00000118900,,,ENSG00000118900,UBN1
2.19E-90,-0.810345073,0.216,0.385,7.28E-86,COVID-19 Severe/Late stage/Vent,ENSG00000144426,,,ENSG00000144426,NBEAL1
2.44E-90,0.914584402,0.275,0.078,8.11E-86,COVID-19 Severe/Late stage/Vent,ENSG00000137770,,,ENSG00000137770,CTDSPL2
2.44E-90,0.882409554,0.353,0.123,8.12E-86,COVID-19 Severe/Late stage/Vent,ENSG00000139613,,,ENSG00000139613,SMARCC2
3.31E-90,0.917601842,0.267,0.075,1.10E-85,COVID-19 Severe/Late stage/Vent,ENSG00000175073,,,ENSG00000175073,VCPIP1
3.70E-90,0.885336294,0.328,0.11,1.23E-85,COVID-19 Severe/Late stage/Vent,ENSG00000161654,,,ENSG00000161654,LSM12
3.72E-90,0.706727824,0.793,0.419,1.24E-85,COVID-19 Severe/Late stage/Vent,ENSG00000231925,,,ENSG00000231925,TAPBP
4.21E-90,0.88984474,0.337,0.113,1.40E-85,COVID-19 Severe/Late stage/Vent,ENSG00000181904,,,ENSG00000181904,C5orf24
4.44E-90,0.83299803,0.454,0.186,1.48E-85,COVID-19 Severe/Late stage/Vent,ENSG00000017797,,,ENSG00000017797,RALBP1
4.87E-90,0.81749051,0.475,0.201,1.62E-85,COVID-19 Severe/Late stage/Vent,ENSG00000100225,,,ENSG00000100225,FBXO7
5.32E-90,0.913911103,0.281,0.081,1.77E-85,COVID-19 Severe/Late stage/Vent,ENSG00000180776,,,ENSG00000180776,ZDHHC20
5.70E-90,0.882880592,0.357,0.122,1.89E-85,COVID-19 Severe/Late stage/Vent,ENSG00000068912,,,ENSG00000068912,ERLEC1
7.25E-90,0.919072393,0.265,0.075,2.41E-85,COVID-19 Severe/Late stage/Vent,ENSG00000110090,,,ENSG00000110090,CPT1A
7.77E-90,0.893220251,0.318,0.102,2.58E-85,COVID-19 Severe/Late stage/Vent,ENSG00000113391,,,ENSG00000113391,FAM172A
8.51E-90,0.873367718,0.362,0.129,2.83E-85,COVID-19 Severe/Late stage/Vent,ENSG00000168175,,,ENSG00000168175,MAPK1IP1L
9.79E-90,0.918745221,0.269,0.076,3.25E-85,COVID-19 Severe/Late stage/Vent,ENSG00000079263,,,ENSG00000079263,SP140
1.49E-89,0.861457308,0.381,0.141,4.95E-85,COVID-19 Severe/Late stage/Vent,ENSG00000086589,,,ENSG00000086589,RBM22
1.81E-89,0.878122702,0.345,0.122,6.00E-85,COVID-19 Severe/Late stage/Vent,ENSG00000096401,,,ENSG00000096401,CDC5L
1.92E-89,0.798447308,0.519,0.23,6.39E-85,COVID-19 Severe/Late stage/Vent,ENSG00000146007,,,ENSG00000146007,ZMAT2
2.69E-89,0.785397053,0.574,0.261,8.94E-85,COVID-19 Severe/Late stage/Vent,ENSG00000257621,,,ENSG00000257621,PSMA3-AS1
2.74E-89,0.88973006,0.31,0.102,9.10E-85,COVID-19 Severe/Late stage/Vent,ENSG00000162889,,,ENSG00000162889,MAPKAPK2
7.36E-89,0.789387676,0.549,0.248,2.45E-84,COVID-19 Severe/Late stage/Vent,ENSG00000162909,,,ENSG00000162909,CAPN2
8.68E-89,0.764558834,0.64,0.306,2.88E-84,COVID-19 Severe/Late stage/Vent,ENSG00000140350,,,ENSG00000140350,ANP32A
8.94E-89,0.697776528,0.739,0.391,2.97E-84,COVID-19 Severe/Late stage/Vent,ENSG00000143222,,,ENSG00000143222,UFC1
1.24E-88,0.904592094,0.283,0.084,4.11E-84,COVID-19 Severe/Late stage/Vent,ENSG00000136504,,,ENSG00000136504,KAT7
1.51E-88,0.873404334,0.339,0.117,5.01E-84,COVID-19 Severe/Late stage/Vent,ENSG00000198586,,,ENSG00000198586,TLK1
2.23E-88,0.854341613,0.385,0.143,7.41E-84,COVID-19 Severe/Late stage/Vent,ENSG00000156232,,,ENSG00000156232,WHAMM
2.27E-88,0.919380606,0.258,0.069,7.54E-84,COVID-19 Severe/Late stage/Vent,ENSG00000198382,,,ENSG00000198382,UVRAG
2.34E-88,0.738207236,0.616,0.305,7.78E-84,COVID-19 Severe/Late stage/Vent,ENSG00000196199,,,ENSG00000196199,MPHOSPH8
2.64E-88,0.859456379,0.377,0.14,8.78E-84,COVID-19 Severe/Late stage/Vent,ENSG00000105379,,,ENSG00000105379,ETFB
4.36E-88,0.796701858,0.495,0.22,1.45E-83,COVID-19 Severe/Late stage/Vent,ENSG00000120071,,,ENSG00000120071,KANSL1
7.69E-88,0.76231662,0.596,0.282,2.55E-83,COVID-19 Severe/Late stage/Vent,ENSG00000084623,,,ENSG00000084623,EIF3I
9.63E-88,0.896287503,0.306,0.099,3.20E-83,COVID-19 Severe/Late stage/Vent,ENSG00000150347,,,ENSG00000150347,ARID5B
1.03E-87,0.776598493,0.562,0.26,3.44E-83,COVID-19 Severe/Late stage/Vent,ENSG00000163728,,,ENSG00000163728,TTC14
1.13E-87,0.776546441,0.554,0.256,3.76E-83,COVID-19 Severe/Late stage/Vent,ENSG00000064012,,,ENSG00000064012,CASP8
3.20E-87,0.858781554,0.371,0.135,1.06E-82,COVID-19 Severe/Late stage/Vent,ENSG00000114744,,,ENSG00000114744,COMMD2
3.80E-87,0.75133975,0.616,0.297,1.26E-82,COVID-19 Severe/Late stage/Vent,ENSG00000114978,,,ENSG00000114978,MOB1A
4.36E-87,0.830532594,0.424,0.17,1.45E-82,COVID-19 Severe/Late stage/Vent,ENSG00000115760,,,ENSG00000115760,BIRC6
4.64E-87,0.906743123,0.261,0.072,1.54E-82,COVID-19 Severe/Late stage/Vent,ENSG00000163811,,,ENSG00000163811,WDR43
4.67E-87,0.834451905,0.402,0.159,1.55E-82,COVID-19 Severe/Late stage/Vent,ENSG00000163788,,,ENSG00000163788,SNRK
5.87E-87,0.836695768,0.413,0.163,1.95E-82,COVID-19 Severe/Late stage/Vent,ENSG00000145907,,,ENSG00000145907,G3BP1
6.45E-87,0.804989664,0.475,0.204,2.14E-82,COVID-19 Severe/Late stage/Vent,ENSG00000181467,,,ENSG00000181467,RAP2B
1.06E-86,0.886717718,0.297,0.093,3.53E-82,COVID-19 Severe/Late stage/Vent,ENSG00000134086,,,ENSG00000134086,VHL
1.24E-86,0.88075445,0.313,0.104,4.12E-82,COVID-19 Severe/Late stage/Vent,ENSG00000065613,,,ENSG00000065613,SLK
1.29E-86,0.89261884,0.284,0.086,4.28E-82,COVID-19 Severe/Late stage/Vent,ENSG00000124406,,,ENSG00000124406,ATP8A1
1.36E-86,0.890313596,0.288,0.091,4.53E-82,COVID-19 Severe/Late stage/Vent,ENSG00000135164,,,ENSG00000135164,DMTF1
1.73E-86,0.833497432,0.393,0.156,5.76E-82,COVID-19 Severe/Late stage/Vent,ENSG00000133275,,,ENSG00000133275,CSNK1G2
2.23E-86,0.692653323,0.706,0.374,7.41E-82,COVID-19 Severe/Late stage/Vent,ENSG00000129355,,,ENSG00000129355,CDKN2D
2.43E-86,0.855055735,0.352,0.127,8.07E-82,COVID-19 Severe/Late stage/Vent,ENSG00000115520,,,ENSG00000115520,COQ10B
2.50E-86,0.864580165,0.332,0.116,8.31E-82,COVID-19 Severe/Late stage/Vent,ENSG00000102119,,,ENSG00000102119,EMD
2.62E-86,0.901265592,0.268,0.076,8.71E-82,COVID-19 Severe/Late stage/Vent,ENSG00000132823,,,ENSG00000132823,OSER1
2.96E-86,0.832092828,0.391,0.153,9.83E-82,COVID-19 Severe/Late stage/Vent,ENSG00000167491,,,ENSG00000167491,GATAD2A
3.20E-86,0.802418412,0.482,0.209,1.06E-81,COVID-19 Severe/Late stage/Vent,ENSG00000105323,,,ENSG00000105323,HNRNPUL1
3.39E-86,0.861455803,0.355,0.127,1.13E-81,COVID-19 Severe/Late stage/Vent,ENSG00000256537,,,ENSG00000256537,SMIM10L1
3.97E-86,0.869095864,0.321,0.11,1.32E-81,COVID-19 Severe/Late stage/Vent,ENSG00000175115,,,ENSG00000175115,PACS1
4.06E-86,0.642706054,0.86,0.489,1.35E-81,COVID-19 Severe/Late stage/Vent,ENSG00000101109,,,ENSG00000101109,STK4
5.10E-86,0.883455332,0.3,0.097,1.69E-81,COVID-19 Severe/Late stage/Vent,ENSG00000104164,,,ENSG00000104164,BLOC1S6
7.73E-86,0.874386524,0.318,0.108,2.57E-81,COVID-19 Severe/Late stage/Vent,ENSG00000145819,,,ENSG00000145819,ARHGAP26
8.65E-86,0.724872636,0.682,0.347,2.87E-81,COVID-19 Severe/Late stage/Vent,ENSG00000108848,,,ENSG00000108848,LUC7L3
1.09E-85,0.781081598,0.524,0.238,3.62E-81,COVID-19 Severe/Late stage/Vent,ENSG00000135624,,,ENSG00000135624,CCT7
1.27E-85,0.867331611,0.328,0.114,4.23E-81,COVID-19 Severe/Late stage/Vent,ENSG00000135070,,,ENSG00000135070,ISCA1
1.39E-85,0.89126488,0.279,0.083,4.61E-81,COVID-19 Severe/Late stage/Vent,ENSG00000100644,,,ENSG00000100644,HIF1A
1.48E-85,0.825484703,0.418,0.167,4.91E-81,COVID-19 Severe/Late stage/Vent,ENSG00000177479,,,ENSG00000177479,ARIH2
2.26E-85,0.815995887,0.434,0.181,7.51E-81,COVID-19 Severe/Late stage/Vent,ENSG00000180448,,,ENSG00000180448,ARHGAP45
2.66E-85,0.699588574,0.764,0.403,8.84E-81,COVID-19 Severe/Late stage/Vent,ENSG00000168066,,,ENSG00000168066,SF1
3.54E-85,0.867025522,0.333,0.116,1.18E-80,COVID-19 Severe/Late stage/Vent,ENSG00000072501,,,ENSG00000072501,SMC1A
4.35E-85,0.785221396,0.505,0.226,1.45E-80,COVID-19 Severe/Late stage/Vent,ENSG00000107099,,,ENSG00000107099,DOCK8
7.06E-85,0.891914533,0.255,0.071,2.35E-80,COVID-19 Severe/Late stage/Vent,ENSG00000179021,,,ENSG00000179021,C3orf38
1.19E-84,0.862368964,0.334,0.117,3.95E-80,COVID-19 Severe/Late stage/Vent,ENSG00000185404,,,ENSG00000185404,SP140L
1.41E-84,0.610243196,0.844,0.497,4.69E-80,COVID-19 Severe/Late stage/Vent,ENSG00000211772,,,ENSG00000211772,TRBC2
2.05E-84,0.874477574,0.3,0.097,6.81E-80,COVID-19 Severe/Late stage/Vent,ENSG00000171310,,,ENSG00000171310,CHST11
2.56E-84,0.794636914,0.498,0.216,8.50E-80,COVID-19 Severe/Late stage/Vent,ENSG00000071994,,,ENSG00000071994,PDCD2
2.62E-84,0.764975661,0.568,0.264,8.72E-80,COVID-19 Severe/Late stage/Vent,ENSG00000126777,,,ENSG00000126777,KTN1
3.22E-84,0.804276739,0.453,0.189,1.07E-79,COVID-19 Severe/Late stage/Vent,ENSG00000138814,,,ENSG00000138814,PPP3CA
3.73E-84,0.837811804,0.368,0.139,1.24E-79,COVID-19 Severe/Late stage/Vent,ENSG00000124228,,,ENSG00000124228,DDX27
5.13E-84,0.839449708,0.344,0.128,1.70E-79,COVID-19 Severe/Late stage/Vent,ENSG00000169718,,,ENSG00000169718,DUS1L
6.79E-84,0.845938012,0.348,0.129,2.26E-79,COVID-19 Severe/Late stage/Vent,ENSG00000181222,,,ENSG00000181222,POLR2A
1.38E-83,0.648828381,0.788,0.442,4.58E-79,COVID-19 Severe/Late stage/Vent,ENSG00000130303,,,ENSG00000130303,BST2
1.82E-83,0.742904761,0.608,0.293,6.05E-79,COVID-19 Severe/Late stage/Vent,ENSG00000170348,,,ENSG00000170348,TMED10
1.97E-83,0.825579621,0.396,0.152,6.56E-79,COVID-19 Severe/Late stage/Vent,ENSG00000086062,,,ENSG00000086062,B4GALT1
2.51E-83,0.846263564,0.343,0.125,8.33E-79,COVID-19 Severe/Late stage/Vent,ENSG00000172845,,,ENSG00000172845,SP3
3.20E-83,0.866554292,0.296,0.096,1.06E-78,COVID-19 Severe/Late stage/Vent,ENSG00000024048,,,ENSG00000024048,UBR2
5.09E-83,0.726935987,0.653,0.326,1.69E-78,COVID-19 Severe/Late stage/Vent,ENSG00000148700,,,ENSG00000148700,ADD3
6.65E-83,0.797181556,0.462,0.199,2.21E-78,COVID-19 Severe/Late stage/Vent,ENSG00000084234,,,ENSG00000084234,APLP2
6.68E-83,0.841489644,0.347,0.129,2.22E-78,COVID-19 Severe/Late stage/Vent,ENSG00000139722,,,ENSG00000139722,VPS37B
1.82E-82,0.772011805,0.509,0.23,6.06E-78,COVID-19 Severe/Late stage/Vent,ENSG00000147140,,,ENSG00000147140,NONO
2.55E-82,0.832601916,0.365,0.139,8.48E-78,COVID-19 Severe/Late stage/Vent,ENSG00000242247,,,ENSG00000242247,ARFGAP3
2.59E-82,0.850576458,0.33,0.116,8.61E-78,COVID-19 Severe/Late stage/Vent,ENSG00000133997,,,ENSG00000133997,MED6
3.03E-82,0.851233506,0.323,0.112,1.01E-77,COVID-19 Severe/Late stage/Vent,ENSG00000102241,,,ENSG00000102241,HTATSF1
3.89E-82,0.81716349,0.406,0.161,1.29E-77,COVID-19 Severe/Late stage/Vent,ENSG00000080822,,,ENSG00000080822,CLDND1
4.38E-82,0.785373486,0.466,0.204,1.46E-77,COVID-19 Severe/Late stage/Vent,ENSG00000157106,,,ENSG00000157106,SMG1
4.97E-82,0.855643927,0.307,0.104,1.65E-77,COVID-19 Severe/Late stage/Vent,ENSG00000020426,,,ENSG00000020426,MNAT1
5.66E-82,0.674131881,0.758,0.412,1.88E-77,COVID-19 Severe/Late stage/Vent,ENSG00000048740,,,ENSG00000048740,CELF2
6.82E-82,0.833065884,0.362,0.137,2.27E-77,COVID-19 Severe/Late stage/Vent,ENSG00000166326,,,ENSG00000166326,TRIM44
7.43E-82,0.816210175,0.39,0.152,2.47E-77,COVID-19 Severe/Late stage/Vent,ENSG00000116898,,,ENSG00000116898,MRPS15
7.59E-82,0.857241781,0.302,0.1,2.52E-77,COVID-19 Severe/Late stage/Vent,ENSG00000112697,,,ENSG00000112697,TMEM30A
8.68E-82,0.873276168,0.263,0.08,2.89E-77,COVID-19 Severe/Late stage/Vent,ENSG00000140564,,,ENSG00000140564,FURIN
1.02E-81,0.871326882,0.269,0.081,3.39E-77,COVID-19 Severe/Late stage/Vent,ENSG00000171603,,,ENSG00000171603,CLSTN1
1.07E-81,0.74276126,0.61,0.296,3.55E-77,COVID-19 Severe/Late stage/Vent,ENSG00000166501,,,ENSG00000166501,PRKCB
1.10E-81,0.351108361,0.982,0.751,3.65E-77,COVID-19 Severe/Late stage/Vent,ENSG00000111229,,,ENSG00000111229,ARPC3
1.18E-81,0.814479427,0.399,0.159,3.93E-77,COVID-19 Severe/Late stage/Vent,ENSG00000112305,,,ENSG00000112305,SMAP1
1.47E-81,0.856359265,0.304,0.099,4.89E-77,COVID-19 Severe/Late stage/Vent,ENSG00000198833,,,ENSG00000198833,UBE2J1
